title,artist,like_cnt,lyrics,release_date
내 심장,JISU PARK,27,"내 심장에 반을 쪼개면
너를 표현하는 말 있어

you're my one and only
darling darling
가빠와 숨이 멎어 가슴이

baby 내 맘이 자꾸 ***처럼
막 뛰어서 그래

볼수록 맞아 내 예감이 딱 들어맞아 합이
난 너에게 달려갈 때마다 설레

I can't live without you,
love yeah yeah
난 너 하나만 봐 baby

널 계속 바라보면 미래에 내가 보여
우린 마침표가 없어

내 심장에 반을 쪼개면
너를 표현하는 말 있어

you're my one and only
darling darling
가빠와 숨이 멎어 가슴이

나 숨 못 쉬어 나 숨 못 쉬어
너를 보면 like a drunk
i'm like a drunk 취하게 해 날

나 숨을 쉬어 나 숨을 쉬어 네가 있어
like a Heaven you're like a Heaven
지금 이 기분

너를 데리러 차를 타
배기음 말 800마리야

내 옆자리는 너만 타니깐
모두 날 부러워하잖아

I can't live without you,
love yeah yeah
난 너 하나만 봐 baby

널 계속 바라보면 미래에 내가 보여
우린 마침표가 없어

내 심장에 반을 쪼개면
너를 표현하는 말 있어

you're my one and only
darling darling
가빠와 숨이 멎어 가슴이

나 숨 못 쉬어 나 숨 못 쉬어
너를 보면 like a drunk
i'm like a drunk 취하게 해 날

나 숨을 쉬어 나 숨을 쉬어 네가 있어
like a Heaven you're like a Heaven
지금 이 기분

매일 말해줘 I'll be by you're side
네 예쁜 모습은 날 웃게 하는 상

more and more more and more
more and more 내 심장에 내 심장에

내 심장에 반을 쪼개면
너를 표현하는 말 있어

you're my one and only
darling darling
가빠와 숨이 멎어 가슴이

나 숨 못 쉬어 나 숨 못 쉬어
너를 보면 like a drunk
i'm like a drunk 취하게 해 날

나 숨을 쉬어 나 숨을 쉬어 네가 있어
like a Heaven you're like a Heaven
지금 이 기분",2024.09.28
In The Morning,민영,34,"When I wake up in the morning
And I see your face
아직 꿈인것만 같아
I can’t believe
난 아직도 그날을 잊을수가 없는걸

I’m happy but I’m anxious
It’s a dejavu
항상 고요했었잖아
Before the storm
But 널 만나면 따뜻한 봄 뿐인걸

내가 줬던 선물도
네게 줬던 마음도
모두 다 받아가고
U know I care about you 근데
넌 먼저 보낸 연락하나가 없는지
맨날 나한테만 바빠서 또 그랬었던거야

네가 날 안 만나도
성의없는 답장도
이젠 변할거라며
But you have never changed it
그럴거면 왜 그때 나를 잡았었던거야

Say who 이번엔 다를거라 했잖아
너와 보낸 날들 시간 그 모든게
내게 파도처럼 밀려와
Don’t say anything
이제 서로 그만 놓아줘
너의 핑계도 이젠 지겨워
그만

When I wake up in the morning
And the storm has come
아직 꿈인것만 같아
can’t believe
넌 아직도 그때로 돌아가고 있는걸

내가 줬던 선물도
네게 줬던 마음도
넌 다 받아가고
U know I care about you
근데 넌 미안하다는 말 하나가 없는지
내가 너한테 해준것들이 그리 당연했던거야

지나간 그 날들도
행복하던 기억도
특별했던 나라며
But you never deserve it
그럴거면 왜 그때 내게 다가왔던거야

Say who 이번엔 다를거라 했잖아
너와 보낸 날들 시간 그 모든게
내게 파도처럼 밀려와
Don’t say anything
이제 서로 그만 놓아줘
너의 핑계도 이젠 지겨워
그만",2024.09.28
파도 (Feat. Ru:A),SOUNG YUN (성윤),0,"Waving on my mind
찾아오는 물결
I want you to be quiet to night
매일 밤 잠에 들지 못해
Waving on my mind
도착한 파도가
계속 난 흔들어 um
내 맘을 흔들어 um
조용한 밤을 깨우는
내 마음속에 파도가
철렁거리며 내 맘을 흔들어
혼란스러운 머릿속 쓰러질까 두려워
파도에 떠밀려 도착한 여긴
아마도 내가 적응 못하는 곳이겠지
You say 나는 겁이 많대
okay 휘청거리며 다녀서 그래
You don’t understand
내가 이렇게 사는지에 대해 Um
모래성을 쌓아놔
10분 뒤면 무너져 내릴 거야 지켜봐
내 마음과 다른게 없어
휘몰아치는 파도와 같아
Waving on my mind
찾아오는 물결
I want you to be quiet to night
매일 밤 잠에 들지 못해
Waving on my mind
도착한 파도가
계속 난 흔들어 um
내 맘을 흔들어 um
Wave on my mind
Wave on my mind
Wave on my mind
Wave on my mind
Wave on my mind
Wave on my mind
Wave on my mind
Wave on my mind
I feeling so hard
혼자인 게 익숙해질 때쯤
어지러워 정신 못 차리게
이런 날 더 외롭게
한순간에 휩싸이는 감정들 yeah
You say 나는 겁이 없대
okay 흔들리고 싶지 않아서 그래
You should understand
내가 어떻게 잊혀 가는지에 대해 Um
잠잠하다가도 매일
반복되는 하루도
끝날 거라고
Things get better
Wave on my mind
Wave on my heart
The haze on my mind
Hate on my heart
Waving on my mind
찾아오는 물결
I want you to be quiet to night
매일 밤 잠에 들지 못해
Waving on my mind
도착한 파도가
계속 난 흔들어 um
내 맘을 흔들어 um
Wave on my mind
Wave on my mind
Wave on my mind
Wave on my mind",2024.09.28
인생은 한바탕 꿈 (Prod. 한가을),희나리,8,"인생은 원래 한바탕 꿈이라네
그저 흐르는 대로 가는
고요히 부는 꽃잎이 살랑이고
바람결 흩날리는 날들

태산이 앞을 막아서도
바다가 뒤를 막아서도
헤쳐 나가는게 우리네 인생 아니겠소

낯선 바람, 새로운 걸음
그대의 이야기는 어떤 꿈이오

걸어보세 한해살이 피어나듯이
넘어지고 부딪힌들 뭐 어떻겠소
웃고 떠들며 흥겹게 달려가는 것
그것이 인생, 원없이 날아보시게
태산이 앞을 막아서도
바다가 뒤를 막아서도
나아가는 것이 우리네 인생 아니겠소
새로운 태양, 맞이할 오늘
그대의 이야기는 어떤 꿈이오
걸어보세 한해살이 피어나듯이
넘어지고 부딪힌들 뭐 어떻겠소
웃고 떠들며 흥겹게 달려가는 것
그것이 인생, 원없이 날아보시게

구름, 달, 별과 바람
쉼없이 흐르는 시간 속에
내가 그대 곁에 머무리
안온하게 빛날 꿈들
인생은 원래 한바탕 꿈이라네
그댄 어떤 꿈을 꾸었소?
돌고 돌아 내게 닿는 날
이야길 들려주시게",2024.09.28
To.푸드파이터,wellbeingkooki,0,"요즘 저녁밥을 너무 많이 먹어
안 먹다가 한 끼 가득 채워

이러다가 올챙이배 되면 어떻게
움직여야 해 서둘러 일어나

줄여야 해 한방에 몰아먹는 거
그만둘래 먹고 눕는 건

젤리 끊어 탄산 끊어 a a
산책하고 계단으로 다녀

공부하고 체력수련 한 뒤 잠자
운동 후엔 될수록 공복 하자

라면 과자 콜라 사이다
가끔씩 괜찮지만 매일은 안돼

절대 안 돼 절대 안 돼 aa
절대 안 돼 절대 안 돼 eh eh

절대 안 돼 절대 안 돼 aa
절대 안 돼 절대 안 돼 aa

햄버거 콜라 피자 치킨
적당히 먹고

막창 소시지 탕수육 초밥
적당히 먹고

보쌈 라면 라볶이 갈비
적당히 먹고

어서 움직여 그냥 움직여

너무너무해? 너무너무해? 진짜?
너무너무해? 너무너무해? 그냥
너무너무해? 너무너무해?

너무 한 거 아니거든

슉슉슉슉슉슉슉
잠깐 멈출래?
꼭꼭 꼭꼭 꼭꼭 꼭
씹어먹을래?
쾅쾅쾅 쾅쾅쾅
그만 먹을래?
콕콕 콕콕 콕콕 콕

얘 얘 얘
야

얘 얘 얘
야

얘 얘 얘
야

얘 얘 얘
야",2024.09.28
다시,로맨티시스트 (The Romanticist),1,"날 보면서 잠이 들고 꿈 꾼 적도 있었데요
단 한 번도 내가 꿈에 나온 적도 없다네요

눈을 뜨면 내가 앞에 서있길 바랐데요

다시 나에게로 불어오는 바람 끝에 거기 나 서있을게
다시 나에게 많이 변했을 네 모습도 괜찮아

별거 아닌 일에도 나를 생각해 줄래요 그래줄래요

다시 나에게로 불어오는 바람 끝에 거기 나 서있을게
다시 나에게 많이 변했을 네 모습도 괜찮아

다시 너에게로 들려오는 이름 끝에 거기 너 있어줄래
다시 너에게 여전히 아름다울 너의 모습도
다시 너에게로 다가가는 걸음 끝에 거기 너 있어줄래
다시 너에게 여전히 아름다울 너의 미소도

이 노래 어떤가요 그대가 좋아하던 내 목소리가 이젠 많은 사람들에게
이 노래 어떤가요 한번 들어줄래요 내 팬이 돼줄래요 날 기억해 줄래요

상훈아 현준아",2024.09.28
"웃지마 (feat. Jooheon, Low)",Komilow,3,"왜 넌 항상 웃고 있는데
너를 보는 나의 미소는
숨길 수 없는데

난 또 이 자릴 피해야 만해
웃고 있는 작은 미소는 안돼

그래도 기분은 좋아져 날아가듯
인정하기 싫지만, 넌 나를 웃게 만들어.
온전하게 만들어 you make me smile.

웃지마, 내가 더 티가 나니까
보지마, 난 널 보고 싶으니까
It’s hard to hide, 숨기기 힘들어
I can’t breath 숨 쉬기 힘들어
you make me crazy

왜 또 거기서 웃고 있는데
나를 보는 너의 눈빛에
어딘가로 숨고 싶어

난 또 너를 피해야 만해
웃고 있는 작은 미소는 안돼
더 치명적인데

그래도 기분은 좋아져 날아가듯
인정하기 싫지만, 넌 나를 미치게 만들어.
순진하게 만들어 you make me smile.

웃지마, 내가 더 티가 나니까
보지마, 난 널 보고 싶으니까
It’s hard to hide, 숨기기 힘들어
I can’t breath 숨 쉬기 힘들어
you make me crazy

yo, 이리저리 피해 다녀봐도
웃고 있는 네가 자꾸 보여
어딜 가도 목적지는 Next to you
어딜 봐도 너만 보여 What's going on?
아직은 아냐, 조금 더 멋지게
너를 바라보고 말할래
I'm fond of you
I care about you (I care about you)

웃지마, 나는 지금 진심이니까
웃지마, 이건 나의 고백이니까
It’s hard to hide, 숨기기 힘들어
I can’t breath 숨 쉬기 힘들어
you make me crazy",2024.09.28
사랑 놀이,민수,770,"잊을 수 없는
그날 밤 너의 달콤한 말
믿고 싶었어
못된 사랑도 좋아
바보 같은 난
또 네 전화를 피하지 못해
아무도 모르는 슬픈 love

그날 밤 너는
내게 오지 말았어야 해
우린 사랑 말고 친구 정도로
아무 의미 없는
차가운 입맞춤에
끝이 보이는 놀인
여기까지

잊을 수 없는
그날 밤 너의 달콤한 말
믿고 싶었어
못된 사랑도 좋아
바보 같은 난
또 네 전화를 피하지 못해
아무도 모르는 슬픈 love

뚜루뚜뚜루 외로운 사랑 놀이
뚜루뚜뚜루 그냥 해본 소리
뚜루뚜뚜루 외로운 사람 둘이
아무도 모르는 슬픈 love

아무도 몰라야만
하는 xx 같은 밤
후회할 걸 알면서도
오늘은 괜찮아

We lost everything please stop this
맞아 네 말이
우린 더 망가질 거야
이렇게 같이

잊을 수 없는
그날 밤 너의 달콤한 말
믿고 싶었어
못된 사랑도 좋아
바보 같은 난
또 네 전화를 피하지 못해
아무도 모르는 슬픈 love

넌 내게 말해줬지
어차피 사랑 같은 건 없다고
그러니 괜찮다고
보고 싶은 맘이 피어나도 티 낼 수 없는 난
너를 또 기다려

뚜루뚜뚜루 외로운 사랑 놀이
뚜루뚜뚜루 그냥 해본 소리
뚜루뚜뚜루 외로운 사람 둘이
아무도 모르는 슬픈 love",2024.09.27
완벽한 숨(Perfect Breathing),의진,38,"Yeah
Alright alright
Baby

You know I don't need you why
이런 날 그만 좀 놔
더 이상 Don't tell me baby No

닫혀버린 Our last lid
몇번이고 외쳐봐도
I just can't let go

This love is round and round
끝 없이 맴돌아
Just look and me and you
목까지 차온 물

자꾸 날 조여와
이제는 발도 닿지 않아

We gotta perfect breathing
Oh without without you
We gotta perfect breathing
돌릴 수록 더 가빠오는 걸
It's true
We gotta perfect breathing

뜨거웠던 너와 나
차갑게 식어가
어느새 모두 타버렸나 Woah

넘겨버린 Our last page
다시 뒤로 돌릴 수도
You just can't let go

This love is round and round
끝 없이 맴돌아
Just look and me and you
목까지 차온 물

자꾸 날 조여와
더는 숨도 쉬어 지질 않아

We gotta perfect breathing
Oh without without you
We gotta perfect breathing
돌릴 수록 더 가빠오는 걸
It's true
We gotta perfect breathing

너의 눈빛, 표정, 그 말투
모두 다 흐려져가
저 물에 흩어지듯
Oh 허나 이것만은 선명해
This is my best

We gotta perfect breathing
Oh without without you
We gotta perfect breathing
돌릴 수록 더 가빠오는 걸
It's true
We gotta perfect breathing",2024.09.27
FTD,GUREUMY,154,"I wake you up in the middle of the night
I know you want to, so baby don't deny
Let the clouds come get ‘em blowin’'
Where there's smoke
there's us we’re bloomin’'

Alright you down for it?
I’ll write a go sign, now you ride it
With no seat belt on my bike
I’m gon’ be stuck with you whole night

아까워 말은 get it off (yeah, yeh, eh)
내말은 그게 아니고 (Um mm)
No need to say you really like it (like it)
말 안해도 already got it

Got me mixed up like you wanted
I'm trynna tell you this way
So baby don't think it's strange, yeah

넌 언제나 그렇듯 또 날 들었다 놔 so bad
언제 그랬냐는 듯 웃음 how can I hate you babe
It's crazy, I know we are not in that Disney
So I'm gonna tell you this way
Ey, hmm

I wanna fuck till the daylight
(Ah-ha-ah-ahh)
Nobody talk in the moonlight
(Ah-ha-a-ahh)
달은 더 달아올라 like
(Ah-ha-ah-ahh)
Don't need to know when the sun rises
(Ah-ha-ah-ahh)

I wanna take it slow
I wish we feel this more
날이 밝아와도 um-mm

I find the truth so clear
When I'm under you I'm complete
Baby you 날 데려가줘 저기 높이
어디라도 저 끝 너머 but don't hurry
Through night 너와 나 이 밤 yeah, yeah
우리 둘만 아는 driving
Play the songs that we made, but softly
So we can stay in that moment more closely, yeah

날 마치 다 아는 듯한 그 눈빛은 like fate
그냥 네 맘 가는대로 다 해 Then I’ll treat you babe
You make me feel like I’m intoxicated
So I’m gonna tell you this way
Ey, umm

I wanna fuck till the daylight
(Ah-ha-ah-ahh)
Nobody talk in the moonlight
(Ahh-ha-ah-ahh)
달은 더 달아올라 like
(Ah-ha-ah-ahh)
(Ah-ha-ah-ahh)

(I wanna fuck till the daylight)
Fly, Just now,
Feel like
(Nobody talk in the moonlight)
we fly tonight
We are divine
(달은 더 달아올라 like)
Nothing can stand in our way
All I dreamed
Now I see you in the moonlight
And We got no time
Rock till the daylight


I wanna take it slow
I wish we feel this more
날이 밝아와도 um-mm",2024.09.27
너와 함께 라면 얼마나 좋을까,BaB,15,"여름 바다의 파도소리
별빛에 반짝이는 우리의 약속
네가 떠올라서 잠이 오질 않아
흐린 달빛에 비친 너의 모습이 너무 예쁜걸
이 순간이 언제까지나 계속되길
네가 떠올라서 잠이 오질 않아
자꾸 보고파서 니생각에 아무것도 못해 난
꿈속에서도 어디에 있어도
너와 함께 라면 난 얼마나 좋을까
바람 속에 날리는 너의 향기
푸른 바다에 물든 우리의 시간
아침이 오면 모든 게 사라질까
하늘과 바다가 하나가 되는 그날
함께 나눌 수 있다면
내 마음의 소중한 약속들
여기서 시작되길 바래
네가 떠올라서 잠이 오질 않아
자꾸 보고파서 니생각에 아무것도 못해 난
꿈속에서도 어디에 있어도
너와 함께 라면 난 얼마나 좋을까
이 밤이 지나도 잊지 않을게
너와의 추억은 항상 내 마음 속에
달빛 아래서 우리 약속했던 그 순간
영원히 간직할게, 두 손을 잡고
네가 생각나서 숨도 못쉬겠어
함께 하고파서 보고싶어 아무것도 못해 난
햇살 내려와 포근한 이순간
너와 함께 라면 난 얼마나 좋을까",2024.09.27
예술가 (Artist),wizu,78,"전부 다 사라져가네요
이렇게 살아가는 의미가 있을까요
결국 정해져 있고
나는 아무것도 할 수 없는데
더 매달려야 할까요
음악이어서 이런 걸까요
물론 아니겠죠
다른 일도 똑같을 것 같아요
그래요
그냥 내가 나쁜 거에요
허무하다는 생각이 떠나지 않고
이런 나를 알아주는 사람은 없고
어느새 내 주위엔 아무도 없네
이제 너무 늦었는데
난,
여태껏 어떻게 걸어왔더라
꽉 쥔 주먹 안에 있던 믿음이었나
이젠 슬슬 사라져가
어디로 가야 할까
전부 다 날 떠나네요
이렇게 살아가는 의미가 있을까요
우아한 척해도 사실
난 많이, 많이 두려워 혼자 울고 있어요
음악 때문에 이런 걸까요
당연히 아니겠죠
이건 내가 사랑해서 했어요
그래요
그냥 내가 나쁜 거에요
모순도 많고 부족한 나이기에
한때 했던 실수들이 날 잡아먹기에
삶은 점점 기대와 성취감보단
어리석은 후회와 부끄러움으로 차
여태 몇번을 사람들을 만났어
그 중 내 이야기를 들어준 사람은 없었어
결국 또 혼자였어
갈 길을 잃은 채
있는 힘껏 타오르던
나는 이제 없어요
당신은 알고 있나요
순수했던 나를 찾아줘요
전부 다 사라져가네요
이렇게 살아가는 의미가 있을까요

사실 말은 이렇게 해도
아직 나는 포기하고 싶지 않은데 늦었나요
예술가의 고통일까요
당연히 아니겠죠
당신들 어깨는 더 무거워 보여요
그래요
그냥 내가 나쁜 거에요",2024.09.27
어떤 사이가 될까,2RIM,33,"언제부턴지 널 생각하면
나 웃음이 멈추질 않아
널 기다리는 이런 내 모습
조금 낯설어 보일지 몰라

음 널 보면
이상하게 기분이 너무 좋아져
내 두 눈 너랑 마주칠 때면
널 떠날 줄을 모르는데

만약에 내가 먼저 다가가면
넌 어떤 맘을 내게 줄까
이대로 너와 닿은 손 잡으면
우린 어떤 사이가 될까

얼마 전부터 날 바라보는
네 눈빛이 반짝이는 걸
두근거리는 이런 내 마음
전부 알고서 이러는 건지

음 널 보면
이상하게 시간이 너무 빨라서
보고 또 봐도 참 아쉬운데
너도 나랑 똑같은 건지

만약에 내가 먼저 다가가면
넌 어떤 맘을 내게 줄까
이대로 너와 닿은 손 잡으면
우린 어떤 사이가 될까

난 잘 모르겠어
이런 느낌 나에겐 처음인 걸 오
내 맘 넌 제대로 보이는지
솔직하게 말해줄래

만약에 내가 먼저 다가가면
넌 어떤 맘을 내게 줄까
이대로 너와 닿은 손 잡으면
우린 어떤 사이가 될까",2024.09.27
Half Of Heart(feat.Dark Hos),J.N,6,"곧 있으면 오겠어 겨울
길거리 사람들보다 더 추워
이 아픔을 너가 좀 알아줘 wait for you tonight
너가 내 햇빛이 되어준다면
언젠가 나도 약속할게 지켜준다고
OH OH OH
OH OH OH

내 맘은 항상 반이 부족해 그래서
너로만 가득 채우고 싶었어 이 계절
솔직하게 나에게 다 말해줘도 돼
혹여나 내게 기대기가 좀 부담스러워도 돼
괜찮아 이겨내자 Race
Love & space
우리는 매일 함께지
단단하게 이어져 like chain
My brain is full of you
i Love you, i Love you

곧 있으면 오겠어 겨울
길거리 사람들보다 더 추워
이 아픔을 너가 좀 알아줘 wait for you tonight
너가 내 햇빛이 되어준다면
언젠가 나도 약속할게 지켜준다고
OH OH OH
OH OH OH

그녀가 내 반 채워준다고 약속 했을 때
꿈에서 깨고 아침해도
잘 볼 수 있게 됐고 이제는 새벽에도
바다가 된 내 방은 사라졌어
안심하고 자도 내일엔 내가 조금 나을 거 같아 그냥 딱 그 정도
이 날이 지나면 지날수록
너에게 빠져
네 친구가 옆에서 날 뭐라고 불러도
절대로 내 마음은 안 아파
마음은 안 아파
널 제대로 안아줄 사람은 나니까
안아줘 바로
나는 네 마음을 알아",2024.09.27
Differently,Red West,3,"Shawty she a different girl

Not a typical girl why too cynical baby

I know you don't want it no love

If it's only one f**k

Why I'm craving your body



Can't you stay it all up night

Gripping on your thigh

With me day and night yeah



You like it when I hit your spot

Starting from the top

And I'll call you mine bae



Noticed you're staring at me so bring it that ass on



Clubs full of women



But I only see you girl special



Baby you're not looking for love only for temptation



And I know you'll hit it with that fatel attraction



Your body keep on calling

Girl Indulging

Make that booty talking

Only for me

P***y Hypnotizing

말을 해줘

I know you bad

But I know you wanna slide for me



Shawty she a different girl

Not a typical girl why too cynical baby

I know you don't want it no love

If it's only one f**k

Why I'm craving your body



Can't you stay it all up night

Gripping on your thigh

With me day and night yeah



You like it when I hit your spot

Starting from the top

And I'll call you mine bae



Durgs and maybelline

F**k you in Celine

I know your body so well girl



Hit it from the back

Yeah she got the bank

P***y Aquafina sweat girl



Like you on the top

Yeah that Diddy bop

Only for one night



I'm a f**k you right

Let me be inside

Nut you on those thighs



Round a round town with the different hoes

What you want

You don't understand

How that body talk

You don't know

I just wanna see how you move it girl

Yeah I know

Show me how you freaky girl

No no



Shawty she a different girl

Not a typical girl why too cynical baby

I know you don't want it no love

If it's only one f**k

Why I'm craving your body",2024.09.27
Tell me (feat. 위재연),7weol,13,"Tell you to sorry
I could feel like blue
Sometimes
Just call me
Every time you
Want it babe
어제는 난 잊기로
So pop it all
Don’t waste your time
Babe

Make it better life
Maybe we could change
I saw this for
Take another time
너와 닮은 나
Ain’t gonna lie

So you just tell me

I love you but i don’t know
What You want yeah

I wanna fall in love
Bae you know
so what you gon do yeah

Tell you the truth
Coming through
Tell you the truth
Coming through
Tell you the truth
Coming through
Me

tell me when you need me babe
call me if you're blue at night

you and me got everything
nothing can stop us now

you living in my mind
how sweet like a strawberry

icecream 같아 넌
take your time baby

always on my mind
anytime lately

you've been in my dream

So you just tell me

I love you but i don’t know
What You want yeah

I wanna fall in love
Bae you know
so what you gon do yeah

Tell you the truth
Coming through
Tell you the truth
Coming through
Tell you the truth
Coming through
Me",2024.09.27
고민 중 (feat. 줍에이 (Joob A)),하웅 (Hawoong),213,"꽉 잡은 두 손 놓지 말자던
우리 이제 없어
흘러가는 시간 속에
흐릿해져만 가는 우리 둘의
모습 더는 보고 싶지 않아
해답을 찾는 중
무엇을 어떻게
풀어가야 해
고민하고 고민하다 다시 또 고민 중

친구들은 우리가 참 부럽대
어떻게 그리 예쁘냬
하긴 우린 크게 싸운 적도 없었네
괜찮은 줄 알았던 우린 알고 보니
썩어빠진 매듭이었어
풀어 내려 해도 너무 꼬여버렸어
잘라내는 것만이 답이라는 듯
너는 자꾸 내게서 멀리 떠나가는 중

잃고 싶지 않아
보내고 싶지 않아
너밖에 모르는 나잖아
알고 보면 쌓이고 있던 상처
숨기고 내게 보여준 미소
그땐 왜 몰랐을까
이별의 준비 결말
나를 더는 사랑 않는 너라서
그런 너를 안고 싶은 나라서

꽉 잡은 두 손 놓지 말자던
우리 이제 없어
흘러가는 시간 속에
흐릿해져만 가는 우리 둘의
모습 더는 보고 싶지 않아
해답을 찾는 중
무엇을 어떻게
풀어가야 해
고민하고 고민하다 다시 또 고민 중

최선에 최선에 최선을 다했어
근데 아직도 내 마음은 네게 향해서
이제 난 어떻게 해야 돼
나만 알던 넌 떠나고 없는데
혼자 남아 우리 답을 찾곤 해
바보 같아 뭐를 자꾸 깨닫는 게
여전히 긴 밤을 갖곤 해
너의 소식을 봤을 때
숨겼다가 풀었다가
왜 난 계속 반복해 damn

I just wanna know
지금 넌 어디쯤 있어
내 목소리 안 닿을 만큼
너무 멀리 걸었어?
다 잊어버려서
너무 잘살고 있어
아니면 아직 너도 나를 떠올릴 때가 있어
이미 줘 버린 마음 주워 담을 수 없어서
나 너를 다시 찾는 중
너라도 웃으면서 잘 살아줘
아니 날 영영 잊어버리지는 말아줘

꽉 잡은 두 손 놓지 말자던
우리 이제 없어
흘러가는 시간 속에
흐릿해져만 가는 우리 둘의
모습 더는 보고 싶지 않아
해답을 찾는 중
무엇을 어떻게
풀어가야 해
고민하고 고민하다 다시 또 고민 중

영원히 함께 하자던
수많은 밤 약속도
언제 그랬냐는 듯
넌 저기 멀리 떠나가
무엇을 어떻게
풀어가야 해
고민하고 고민하다 다시 또 고민 중",2024.09.27
TAKE ME HIGH,COMMON GROUND (커먼그라운드),5,"Tonight, let the rhythm take control
feel it deep down in your soul
This funk groove it's got a plan
to take you to a promised land
Bass vibrations feeling so right
they're gonna lift you up
take you through the night

Slide on over, come join the crowd
let's make this moment loud
The energy's infectious can't you see?
It's all about the harmony
We're moving together as one big wave
this funky beat is what we crave

Funk groove take me high, (take me high)
Funk groove I can fly (I can fly)
Bass and Kick drum feel the beat (feel the beat)
Funk groove move your feet (move your feet)


Let the guitar strum
and the horns blow
In this funky rhythm
let your troubles go
Every note played
is a step to heaven
Tonight, in this groove
we're all even

Funk groove take me high, (take me high)
Funk groove I can fly (I can fly)
Bass and Kick drum feel the beat (feel the beat)
Funk groove move your feet (move your feet)

As the night fades
and the music slows
Remember this feeling
wherever you go
This funk groove
a memory so sweet
Until we meet again
keep feeling the beat",2024.09.27
Keep Us (With Jeon),DOF,4,"Hello lady, May I ask you a little favor my lady
Hello my sweetheart,
Would you play the music that your favorite one baby

Woo, Listen baby,
Can I hold your pretty hand so tight
Woo, Step and step baby,
I don't wanna mess up this moment

Baby baby Dance, Dance, Dance This whole night
Dance with me girl, I really don't wanna stop it
Dance, Dance, Dance through the night
Dance with me babe, Don't wanna let off your hands

Baby tell me love, love, tell me your love words
Baby tell me, sweetest saying that i know
Dance, Dance, Dance This whole night
Dance with me girl, I really don't wanna stop it

Hello lady, Tonight, This Music,
How can we stop the dance babe?
Hello my sweetheart,
This world, This room, only you and I baby

Woo, Listen baby,
Can I hold your pretty hand so tight
Woo, Step and step baby,
I don't wanna mess up this moment

Baby Baby Dance, Dance, Dance This whole night
Dance with me girl, I really don't wanna stop it
Dance, dance, Dance through the night
Dance with me babe, Don't wanna let off your hands
Love, Love, tell me your love words",2024.09.27
Addicted to you,듬지(woodumbdumb),2,"It’s time to wake up and love you
따사로운 공기
가득해 너의 눈에 비친 나를 봐
이른 시간 인듯 해도 넌 흥얼거리며
천천히 coffee machine 으로 향하네
그런 다음 넌

Um, ah
하며 음미해
그럴때마다 울리네
맘 깊이 자리한 행복이라는 종
I used to think that I couldn’t be 행복
너를 만나니 난 더 새로워지네

More drip and I, grind coffee 너의 향기
My heart 나의 눈
addicted to you, addicted to you

Two three one like green leaf 걸음 걸이
Round and around you
I talk to you, I talk to you all night long

And I’ve always been
A- Addicted to you

I talk to you all night long
And I’ve always been
A- Addicted to you

할말이 너무 많아져 너의 앞에선 yeah
형언할 수 없는 마음이
그런 마음이 들어


나에게만 보여줘
고양이의 배처럼
빛이 나는 눈동자
머그잔을 들고
불어오는 바람도
느낄 줄 알지
다른이들은 모르지
깊고 넓은 운동장
수영장 같은 마음
내게 내어주는걸

넌 흥얼거리며
천천히 LP player 앞으로 향하네
I used to think that I couldn't be 행복
너를 만나니 계속
더욱 매일 매일 새로워지는 나
ooh yeah

More drip and I, grind coffee 너의 향기
My heart 나의 눈
addicted to you, addicted to you

Two three one like green leaf 걸음 걸이
Round and around you
I talk to you, I talk to you all night long

And I’ve always been
A- Addicted to you

I talk to you all night long
And I’ve always been
A- Addicted to you

할말이 너무 많아져 너의 앞에선 yeah
형언할 수 없는 마음이
그런 마음이 들어

steppin' kissin'
위치 on this rhythm with me

우리 사이 is filled with 믿음
let's live with me

모든 시간 속으로
잃었던 작은 조각들은
없는 그대로
그대로의 널 원해

More drip and I, grind coffee 너의 향기
My heart 나의 눈
addicted to you, addicted to you
(you love to think that I could be 행복)

Two three one like green leaf 걸음 걸이
(형언할 수 없는 마음)
Round and around you
(가득히 너로 채우네)
I talk to you, I talk to you all night long

And I’ve always been
A- Addicted to you

I talk to you all night long
And I’ve always been
A- Addicted to you
(All night long I'm addicted to you
with you, with you, with you)

할말이 너무 많아져 너의 앞에선 yeah
형언할 수 없는 마음이,
그런 마음이 들어",2024.09.27
